"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Louisiana,2022,15,238,29,1,12.61,12.18,0.42
States,Maine,2022,15,333,32,0,9.61,9.61,0
States,Maryland,2022,15,569,26,0,4.57,4.57,0
States,Massachusetts,2022,15,2196,262,0,11.93,11.93,0
States,Michigan,2022,15,1367,96,0,7.02,7.02,0
States,Minnesota,2022,15,1318,71,0,5.39,5.39,0
States,Mississippi,2022,15,92,7,1,8.7,7.61,1.09
States,Missouri,2022,15,2692,126,0,4.68,4.68,0
States,Montana,2022,15,543,49,1,9.21,9.02,0.18
States,Nebraska,2022,15,481,105,0,21.83,21.83,0
States,Nevada,2022,15,X,X,X,X,X,X
States,New Hampshire,2022,15,X,X,X,X,X,X
States,New Jersey,2022,15,X,X,X,X,X,X
States,New Mexico,2022,15,3814,646,1,16.96,16.94,0.03
States,New York,2022,15,7021,865,0,12.32,12.32,0
States,North Carolina,2022,15,X,X,X,X,X,X
States,North Dakota,2022,15,X,X,X,X,X,X
States,Ohio,2022,15,4537,806,2,17.81,17.77,0.04
States,Oklahoma,2022,15,555,69,0,12.43,12.43,0
States,Oregon,2022,15,3969,178,7,4.66,4.48,0.18
States,Pennsylvania,2022,15,1004,147,0,14.64,14.64,0
States,Rhode Island,2022,15,X,X,X,X,X,X
States,South Carolina,2022,15,889,114,1,12.94,12.82,0.11
States,South Dakota,2022,15,87,4,0,4.6,4.6,0
States,Tennessee,2022,15,80,16,0,20,20,0
States,Texas,2022,15,6112,809,3,13.29,13.24,0.05
States,Utah,2022,15,X,X,X,X,X,X
States,Vermont,2022,15,493,69,0,14,14,0
States,Virginia,2022,15,1170,25,0,2.14,2.14,0
States,Washington,2022,15,1758,57,0,3.24,3.24,0
States,West Virginia,2022,15,946,75,0,7.93,7.93,0
States,Wisconsin,2022,15,7965,919,3,11.58,11.54,0.04
States,Wyoming,2022,15,X,X,X,X,X,X
States,Puerto Rico,2022,15,0,0,0,0,0,0
States,Virgin Islands,2022,15,X,X,X,X,X,X
States,New York City,2022,15,X,X,X,X,X,X
States,Alabama,2022,16,327,11,1,3.67,3.36,0.31
States,Alaska,2022,16,X,X,X,X,X,X
States,Arizona,2022,16,324,22,0,6.79,6.79,0
States,Arkansas,2022,16,557,95,3,17.59,17.06,0.54
States,California,2022,16,4834,373,0,7.72,7.72,0
States,Colorado,2022,16,1448,158,0,10.91,10.91,0
States,Connecticut,2022,16,1656,136,0,8.21,8.21,0
States,Delaware,2022,16,X,X,X,X,X,X
States,District of Columbia,2022,16,X,X,X,X,X,X
States,Florida,2022,16,2232,87,0,3.9,3.9,0
States,Georgia,2022,16,1030,62,4,6.41,6.02,0.39
States,Hawaii,2022,16,1068,64,1,6.09,5.99,0.09
States,Idaho,2022,16,185,35,2,20,18.92,1.08
States,Illinois,2022,16,594,75,9,14.14,12.63,1.52
States,Indiana,2022,16,393,24,0,6.11,6.11,0
States,Iowa,2022,16,960,43,0,4.48,4.48,0
States,Kansas,2022,16,274,11,0,4.01,4.01,0
States,Kentucky,2022,16,2509,120,1,4.82,4.78,0.04
States,Louisiana,2022,16,228,14,1,6.58,6.14,0.44
States,Maine,2022,16,381,35,0,9.19,9.19,0
States,Maryland,2022,16,642,13,0,2.02,2.02,0
States,Massachusetts,2022,16,2297,239,0,10.4,10.4,0
States,Michigan,2022,16,1440,138,0,9.58,9.58,0
States,Minnesota,2022,16,1354,93,0,6.87,6.87,0
States,Mississippi,2022,16,123,17,2,15.45,13.82,1.63
States,Missouri,2022,16,2023,92,0,4.55,4.55,0
States,Montana,2022,16,583,53,0,9.09,9.09,0
States,Nebraska,2022,16,461,83,0,18,18,0
States,Nevada,2022,16,X,X,X,X,X,X
States,New Hampshire,2022,16,X,X,X,X,X,X
States,New Jersey,2022,16,X,X,X,X,X,X
States,New Mexico,2022,16,4329,751,1,17.37,17.35,0.02
States,New York,2022,16,7434,622,0,8.37,8.37,0
States,North Carolina,2022,16,X,X,X,X,X,X
States,North Dakota,2022,16,X,X,X,X,X,X
States,Ohio,2022,16,4688,605,3,12.97,12.91,0.06
States,Oklahoma,2022,16,338,31,0,9.17,9.17,0
States,Oregon,2022,16,4490,259,11,6.01,5.77,0.24
States,Pennsylvania,2022,16,931,106,0,11.39,11.39,0
States,Rhode Island,2022,16,X,X,X,X,X,X
States,South Carolina,2022,16,956,115,1,12.13,12.03,0.1
States,South Dakota,2022,16,85,0,0,0,0,0
States,Tennessee,2022,16,45,9,0,20,20,0
States,Texas,2022,16,5041,503,1,10,9.98,0.02
States,Utah,2022,16,X,X,X,X,X,X
States,Vermont,2022,16,386,38,0,9.84,9.84,0
States,Virginia,2022,16,1192,33,0,2.77,2.77,0
States,Washington,2022,16,1982,85,0,4.29,4.29,0
States,West Virginia,2022,16,907,65,0,7.17,7.17,0
States,Wisconsin,2022,16,9778,915,11,9.47,9.36,0.11
States,Wyoming,2022,16,16,6,0,37.5,37.5,0
States,Puerto Rico,2022,16,0,0,0,0,0,0
States,Virgin Islands,2022,16,X,X,X,X,X,X
States,New York City,2022,16,X,X,X,X,X,X
States,Alabama,2022,17,245,3,0,1.22,1.22,0
States,Alaska,2022,17,X,X,X,X,X,X
States,Arizona,2022,17,286,17,0,5.94,5.94,0
States,Arkansas,2022,17,508,79,4,16.34,15.55,0.79
States,California,2022,17,5437,447,1,8.24,8.22,0.02
States,Colorado,2022,17,1799,196,0,10.89,10.89,0
States,Connecticut,2022,17,1769,141,1,8.03,7.97,0.06
States,Delaware,2022,17,X,X,X,X,X,X
States,District of Columbia,2022,17,X,X,X,X,X,X
States,Florida,2022,17,2324,122,0,5.25,5.25,0
States,Georgia,2022,17,1025,67,4,6.93,6.54,0.39
States,Hawaii,2022,17,1368,73,1,5.41,5.34,0.07
States,Idaho,2022,17,195,24,0,12.31,12.31,0
States,Illinois,2022,17,697,75,2,11.05,10.76,0.29
States,Indiana,2022,17,428,20,0,4.67,4.67,0
States,Iowa,2022,17,1029,36,0,3.5,3.5,0
States,Kansas,2022,17,176,21,0,11.93,11.93,0
States,Kentucky,2022,17,2610,182,3,7.09,6.97,0.11
States,Louisiana,2022,17,237,8,0,3.38,3.38,0
States,Maine,2022,17,429,35,0,8.16,8.16,0
States,Maryland,2022,17,536,9,0,1.68,1.68,0
States,Massachusetts,2022,17,2316,190,0,8.2,8.2,0
States,Michigan,2022,17,1552,154,0,9.92,9.92,0
States,Minnesota,2022,17,1600,116,0,7.25,7.25,0
States,Mississippi,2022,17,92,8,2,10.87,8.7,2.17
States,Missouri,2022,17,2845,125,0,4.39,4.39,0
States,Montana,2022,17,629,31,0,4.93,4.93,0
States,Nebraska,2022,17,450,65,0,14.44,14.44,0
States,Nevada,2022,17,X,X,X,X,X,X
States,New Hampshire,2022,17,X,X,X,X,X,X
States,New Jersey,2022,17,X,X,X,X,X,X
States,New Mexico,2022,17,4338,725,0,16.71,16.71,0
States,New York,2022,17,7058,519,0,7.35,7.35,0
States,North Carolina,2022,17,X,X,X,X,X,X
States,North Dakota,2022,17,X,X,X,X,X,X
States,Ohio,2022,17,5593,610,2,10.94,10.91,0.04
States,Oklahoma,2022,17,363,25,0,6.89,6.89,0
States,Oregon,2022,17,4608,257,4,5.66,5.58,0.09
States,Pennsylvania,2022,17,978,137,0,14.01,14.01,0
States,Rhode Island,2022,17,X,X,X,X,X,X
States,South Carolina,2022,17,1095,117,4,11.05,10.68,0.37
States,South Dakota,2022,17,130,3,0,2.31,2.31,0
States,Tennessee,2022,17,58,9,0,15.52,15.52,0
States,Texas,2022,17,5088,375,3,7.43,7.37,0.06
States,Utah,2022,17,X,X,X,X,X,X
States,Vermont,2022,17,454,29,0,6.39,6.39,0
States,Virginia,2022,17,1332,24,0,1.8,1.8,0
States,Washington,2022,17,2100,99,0,4.71,4.71,0
States,West Virginia,2022,17,915,49,0,5.36,5.36,0
States,Wisconsin,2022,17,10702,953,12,9.02,8.9,0.11
States,Wyoming,2022,17,21,3,0,14.29,14.29,0
States,Puerto Rico,2022,17,0,0,0,0,0,0
States,Virgin Islands,2022,17,X,X,X,X,X,X
States,New York City,2022,17,X,X,X,X,X,X
States,Alabama,2022,18,322,8,0,2.48,2.48,0
States,Alaska,2022,18,X,X,X,X,X,X
States,Arizona,2022,18,373,30,0,8.04,8.04,0
States,Arkansas,2022,18,425,79,1,18.82,18.59,0.24
States,California,2022,18,5751,548,0,9.53,9.53,0
States,Colorado,2022,18,1778,222,0,12.49,12.49,0
States,Connecticut,2022,18,2054,238,2,11.68,11.59,0.1
States,Delaware,2022,18,X,X,X,X,X,X
States,District of Columbia,2022,18,X,X,X,X,X,X
States,Florida,2022,18,2396,160,0,6.68,6.68,0
States,Georgia,2022,18,965,74,4,8.08,7.67,0.41
States,Hawaii,2022,18,1642,91,3,5.72,5.54,0.18
States,Idaho,2022,18,205,27,0,13.17,13.17,0
States,Illinois,2022,18,678,78,1,11.65,11.5,0.15
States,Indiana,2022,18,375,22,0,5.87,5.87,0
States,Iowa,2022,18,1134,26,0,2.29,2.29,0
States,Kansas,2022,18,252,9,0,3.57,3.57,0
States,Kentucky,2022,18,2731,163,0,5.97,5.97,0
States,Louisiana,2022,18,254,24,2,10.24,9.45,0.79
States,Maine,2022,18,445,52,0,11.69,11.69,0
States,Maryland,2022,18,540,18,0,3.33,3.33,0
States,Massachusetts,2022,18,2447,262,0,10.71,10.71,0
States,Michigan,2022,18,1677,190,0,11.33,11.33,0
States,Minnesota,2022,18,1194,109,0,9.13,9.13,0
States,Mississippi,2022,18,88,2,2,4.55,2.27,2.27
States,Missouri,2022,18,2843,75,0,2.64,2.64,0
States,Montana,2022,18,676,39,0,5.77,5.77,0
States,Nebraska,2022,18,398,42,0,10.55,10.55,0
States,Nevada,2022,18,X,X,X,X,X,X
States,New Hampshire,2022,18,X,X,X,X,X,X
States,New Jersey,2022,18,X,X,X,X,X,X
States,New Mexico,2022,18,4329,732,2,16.96,16.91,0.05
States,New York,2022,18,7045,580,0,8.23,8.23,0
States,North Carolina,2022,18,X,X,X,X,X,X
States,North Dakota,2022,18,X,X,X,X,X,X
States,Ohio,2022,18,6451,816,6,12.74,12.65,0.09
States,Oklahoma,2022,18,344,17,0,4.94,4.94,0
States,Oregon,2022,18,4870,279,4,5.81,5.73,0.08
States,Pennsylvania,2022,18,1180,145,0,12.29,12.29,0
States,Rhode Island,2022,18,X,X,X,X,X,X
States,South Carolina,2022,18,1228,130,2,10.75,10.59,0.16
States,South Dakota,2022,18,128,1,0,0.78,0.78,0
States,Tennessee,2022,18,57,7,0,12.28,12.28,0
States,Texas,2022,18,4992,243,8,5.03,4.87,0.16
States,Utah,2022,18,X,X,X,X,X,X
States,Vermont,2022,18,368,27,0,7.34,7.34,0
States,Virginia,2022,18,1323,41,0,3.1,3.1,0
States,Washington,2022,18,2507,127,0,5.07,5.07,0
States,West Virginia,2022,18,920,40,0,4.35,4.35,0
States,Wisconsin,2022,18,10847,847,14,7.94,7.81,0.13
States,Wyoming,2022,18,X,X,X,X,X,X
States,Puerto Rico,2022,18,0,0,0,0,0,0
States,Virgin Islands,2022,18,X,X,X,X,X,X
States,New York City,2022,18,X,X,X,X,X,X
States,Alabama,2022,19,282,6,0,2.13,2.13,0
States,Alaska,2022,19,X,X,X,X,X,X
States,Arizona,2022,19,318,46,0,14.47,14.47,0
States,Arkansas,2022,19,86,13,1,16.28,15.12,1.16
States,California,2022,19,6832,699,0,10.23,10.23,0
States,Colorado,2022,19,1633,128,1,7.9,7.84,0.06
States,Connecticut,2022,19,2384,301,2,12.71,12.63,0.08
States,Delaware,2022,19,X,X,X,X,X,X
States,District of Columbia,2022,19,X,X,X,X,X,X
States,Florida,2022,19,3453,333,1,9.67,9.64,0.03
States,Georgia,2022,19,1193,74,0,6.2,6.2,0
States,Hawaii,2022,19,1744,66,2,3.9,3.78,0.11
States,Idaho,2022,19,197,13,1,7.11,6.6,0.51
States,Illinois,2022,19,697,69,0,9.9,9.9,0
States,Indiana,2022,19,421,21,0,4.99,4.99,0
States,Iowa,2022,19,1136,32,0,2.82,2.82,0
States,Kansas,2022,19,201,5,0,2.49,2.49,0
States,Kentucky,2022,19,2770,95,0,3.43,3.43,0
States,Louisiana,2022,19,249,11,0,4.42,4.42,0
States,Maine,2022,19,531,120,1,22.79,22.6,0.19
States,Maryland,2022,19,689,11,0,1.6,1.6,0
States,Massachusetts,2022,19,2632,270,0,10.26,10.26,0
States,Michigan,2022,19,1570,160,0,10.19,10.19,0
States,Minnesota,2022,19,1779,93,1,5.28,5.23,0.06
States,Mississippi,2022,19,91,4,1,5.49,4.4,1.1
States,Missouri,2022,19,2747,69,0,2.51,2.51,0
States,Montana,2022,19,741,33,0,4.45,4.45,0
States,Nebraska,2022,19,447,23,0,5.15,5.15,0
States,Nevada,2022,19,X,X,X,X,X,X
States,New Hampshire,2022,19,X,X,X,X,X,X
States,New Jersey,2022,19,X,X,X,X,X,X
States,New Mexico,2022,19,4298,549,3,12.84,12.77,0.07
States,New York,2022,19,6975,454,0,6.51,6.51,0
States,North Carolina,2022,19,X,X,X,X,X,X
States,North Dakota,2022,19,X,X,X,X,X,X
States,Ohio,2022,19,6836,570,20,8.63,8.34,0.29
States,Oklahoma,2022,19,338,7,0,2.07,2.07,0
States,Oregon,2022,19,5036,295,6,5.98,5.86,0.12
States,Pennsylvania,2022,19,1108,81,0,7.31,7.31,0
States,Rhode Island,2022,19,X,X,X,X,X,X
States,South Carolina,2022,19,1220,109,1,9.02,8.93,0.08
States,South Dakota,2022,19,138,1,0,0.72,0.72,0
States,Tennessee,2022,19,58,0,0,0,0,0
States,Texas,2022,19,5053,270,1,5.36,5.34,0.02
States,Utah,2022,19,X,X,X,X,X,X
States,Vermont,2022,19,332,37,0,11.14,11.14,0
States,Virginia,2022,19,1375,52,0,3.78,3.78,0
States,Washington,2022,19,2615,127,5,5.05,4.86,0.19
States,West Virginia,2022,19,1058,28,0,2.65,2.65,0
States,Wisconsin,2022,19,11494,732,16,6.51,6.37,0.14
States,Wyoming,2022,19,15,3,0,20,20,0
States,Puerto Rico,2022,19,0,0,0,0,0,0
States,Virgin Islands,2022,19,X,X,X,X,X,X
States,New York City,2022,19,X,X,X,X,X,X
States,Alabama,2022,20,248,6,0,2.42,2.42,0
States,Alaska,2022,20,X,X,X,X,X,X
States,Arizona,2022,20,373,58,0,15.55,15.55,0
States,Arkansas,2022,20,433,13,0,3,3,0
States,California,2022,20,7781,978,1,12.58,12.57,0.01
States,Colorado,2022,20,2432,134,0,5.51,5.51,0
States,Connecticut,2022,20,2245,208,0,9.27,9.27,0
States,Delaware,2022,20,X,X,X,X,X,X
States,District of Columbia,2022,20,X,X,X,X,X,X
States,Florida,2022,20,2658,325,1,12.26,12.23,0.04
States,Georgia,2022,20,1307,46,0,3.52,3.52,0
States,Hawaii,2022,20,1736,87,3,5.18,5.01,0.17
States,Idaho,2022,20,187,11,1,6.42,5.88,0.53
States,Illinois,2022,20,643,35,0,5.44,5.44,0
States,Indiana,2022,20,286,8,0,2.8,2.8,0
States,Iowa,2022,20,1081,14,0,1.3,1.3,0
States,Kansas,2022,20,202,0,0,0,0,0
States,Kentucky,2022,20,3006,41,0,1.36,1.36,0
States,Louisiana,2022,20,272,11,2,4.78,4.04,0.74
States,Maine,2022,20,437,48,0,10.98,10.98,0
States,Maryland,2022,20,584,19,0,3.25,3.25,0
States,Massachusetts,2022,20,2343,162,0,6.91,6.91,0
States,Michigan,2022,20,1573,125,0,7.95,7.95,0
States,Minnesota,2022,20,1436,42,0,2.92,2.92,0
States,Mississippi,2022,20,90,1,1,2.22,1.11,1.11
States,Missouri,2022,20,2515,48,0,1.91,1.91,0
States,Montana,2022,20,885,32,0,3.62,3.62,0
States,Nebraska,2022,20,522,8,0,1.53,1.53,0
States,Nevada,2022,20,X,X,X,X,X,X
States,New Hampshire,2022,20,X,X,X,X,X,X
States,New Jersey,2022,20,X,X,X,X,X,X
States,New Mexico,2022,20,4426,440,1,9.96,9.94,0.02
States,New York,2022,20,6599,373,0,5.65,5.65,0
States,North Carolina,2022,20,X,X,X,X,X,X
States,North Dakota,2022,20,X,X,X,X,X,X
States,Ohio,2022,20,6898,427,3,6.23,6.19,0.04
States,Oklahoma,2022,20,353,4,0,1.13,1.13,0
States,Oregon,2022,20,5446,313,5,5.84,5.75,0.09
States,Pennsylvania,2022,20,1236,84,0,6.8,6.8,0
States,Rhode Island,2022,20,X,X,X,X,X,X
States,South Carolina,2022,20,1298,114,1,8.86,8.78,0.08
States,South Dakota,2022,20,111,0,0,0,0,0
States,Tennessee,2022,20,59,2,0,3.39,3.39,0
States,Texas,2022,20,5423,212,4,3.98,3.91,0.07
States,Utah,2022,20,X,X,X,X,X,X
States,Vermont,2022,20,355,16,2,5.07,4.51,0.56
States,Virginia,2022,20,1359,30,0,2.21,2.21,0
States,Washington,2022,20,2810,144,0,5.12,5.12,0
States,West Virginia,2022,20,1107,13,0,1.17,1.17,0
States,Wisconsin,2022,20,10295,355,2,3.47,3.45,0.02
States,Wyoming,2022,20,11,0,0,0,0,0
States,Puerto Rico,2022,20,0,0,0,0,0,0
States,Virgin Islands,2022,20,X,X,X,X,X,X
States,New York City,2022,20,X,X,X,X,X,X
States,Alabama,2022,21,298,15,0,5.03,5.03,0
States,Alaska,2022,21,X,X,X,X,X,X
States,Arizona,2022,21,341,45,0,13.2,13.2,0
States,Arkansas,2022,21,231,11,2,5.63,4.76,0.87
States,California,2022,21,8767,1181,0,13.47,13.47,0
States,Colorado,2022,21,1276,126,0,9.87,9.87,0
States,Connecticut,2022,21,2096,104,0,4.96,4.96,0
States,Delaware,2022,21,X,X,X,X,X,X
States,District of Columbia,2022,21,X,X,X,X,X,X
States,Florida,2022,21,3596,618,0,17.19,17.19,0
States,Georgia,2022,21,1422,157,1,11.11,11.04,0.07
States,Hawaii,2022,21,1931,101,2,5.33,5.23,0.1
States,Idaho,2022,21,215,18,0,8.37,8.37,0
States,Illinois,2022,21,636,23,0,3.62,3.62,0
States,Indiana,2022,21,276,3,0,1.09,1.09,0
States,Iowa,2022,21,999,6,0,0.6,0.6,0
States,Kansas,2022,21,196,1,0,0.51,0.51,0
States,Kentucky,2022,21,2823,73,0,2.59,2.59,0
States,Louisiana,2022,21,242,7,0,2.89,2.89,0
States,Maine,2022,21,354,32,0,9.04,9.04,0
States,Maryland,2022,21,543,16,0,2.95,2.95,0
States,Massachusetts,2022,21,2189,114,0,5.21,5.21,0
States,Michigan,2022,21,1450,65,0,4.48,4.48,0
States,Minnesota,2022,21,1419,56,0,3.95,3.95,0
States,Mississippi,2022,21,79,0,3,3.8,0,3.8
States,Missouri,2022,21,2562,39,0,1.52,1.52,0
States,Montana,2022,21,920,35,0,3.8,3.8,0
States,Nebraska,2022,21,408,5,0,1.23,1.23,0
States,Nevada,2022,21,X,X,X,X,X,X
States,New Hampshire,2022,21,X,X,X,X,X,X
States,New Jersey,2022,21,X,X,X,X,X,X
States,New Mexico,2022,21,4353,319,6,7.47,7.33,0.14
States,New York,2022,21,6143,253,5,4.2,4.12,0.08
States,North Carolina,2022,21,X,X,X,X,X,X
States,North Dakota,2022,21,X,X,X,X,X,X
States,Ohio,2022,21,6210,270,3,4.4,4.35,0.05
States,Oklahoma,2022,21,327,7,0,2.14,2.14,0
States,Oregon,2022,21,5733,311,5,5.51,5.42,0.09
States,Pennsylvania,2022,21,1112,50,0,4.5,4.5,0
States,Rhode Island,2022,21,X,X,X,X,X,X
States,South Carolina,2022,21,1276,64,0,5.02,5.02,0
States,South Dakota,2022,21,99,0,1,1.01,0,1.01
States,Tennessee,2022,21,24,0,0,0,0,0
States,Texas,2022,21,5590,164,7,3.06,2.93,0.13
States,Utah,2022,21,X,X,X,X,X,X
States,Vermont,2022,21,324,11,0,3.4,3.4,0
States,Virginia,2022,21,1468,23,0,1.57,1.57,0
States,Washington,2022,21,3087,174,0,5.64,5.64,0
States,West Virginia,2022,21,1135,7,0,0.62,0.62,0
States,Wisconsin,2022,21,8941,204,3,2.32,2.28,0.03
States,Wyoming,2022,21,X,X,X,X,X,X
States,Puerto Rico,2022,21,0,0,0,0,0,0
States,Virgin Islands,2022,21,X,X,X,X,X,X
States,New York City,2022,21,X,X,X,X,X,X
States,Alabama,2022,22,277,16,1,6.14,5.78,0.36
States,Alaska,2022,22,X,X,X,X,X,X
States,Arizona,2022,22,346,31,0,8.96,8.96,0
States,Arkansas,2022,22,X,X,X,X,X,X
States,California,2022,22,8474,1182,0,13.95,13.95,0
States,Colorado,2022,22,1817,81,0,4.46,4.46,0
States,Connecticut,2022,22,1896,81,0,4.27,4.27,0
States,Delaware,2022,22,X,X,X,X,X,X
States,District of Columbia,2022,22,X,X,X,X,X,X
States,Florida,2022,22,3645,642,1,17.64,17.61,0.03
States,Georgia,2022,22,1446,123,4,8.78,8.51,0.28
States,Hawaii,2022,22,1702,78,0,4.58,4.58,0
States,Idaho,2022,22,199,7,0,3.52,3.52,0
States,Illinois,2022,22,446,13,0,2.91,2.91,0
States,Indiana,2022,22,289,1,0,0.35,0.35,0
States,Iowa,2022,22,954,1,0,0.1,0.1,0
States,Kansas,2022,22,182,1,0,0.55,0.55,0
States,Kentucky,2022,22,2637,23,1,0.91,0.87,0.04
States,Louisiana,2022,22,244,5,1,2.46,2.05,0.41
States,Maine,2022,22,289,8,0,2.77,2.77,0
States,Maryland,2022,22,692,8,0,1.16,1.16,0
States,Massachusetts,2022,22,2081,55,0,2.64,2.64,0
States,Michigan,2022,22,1406,40,0,2.84,2.84,0
States,Minnesota,2022,22,1475,49,0,3.32,3.32,0
States,Mississippi,2022,22,87,3,2,5.75,3.45,2.3
States,Missouri,2022,22,2528,28,0,1.11,1.11,0
States,Montana,2022,22,850,15,0,1.76,1.76,0
States,Nebraska,2022,22,401,13,0,3.24,3.24,0
States,Nevada,2022,22,X,X,X,X,X,X
States,New Hampshire,2022,22,X,X,X,X,X,X
States,New Jersey,2022,22,X,X,X,X,X,X
States,New Mexico,2022,22,4165,185,2,4.49,4.44,0.05
States,New York,2022,22,5469,157,0,2.87,2.87,0
States,North Carolina,2022,22,X,X,X,X,X,X
States,North Dakota,2022,22,X,X,X,X,X,X
States,Ohio,2022,22,5011,148,5,3.05,2.95,0.1
States,Oklahoma,2022,22,318,2,0,0.63,0.63,0
States,Oregon,2022,22,5353,221,13,4.37,4.13,0.24
States,Pennsylvania,2022,22,1014,34,0,3.35,3.35,0
States,Rhode Island,2022,22,X,X,X,X,X,X
States,South Carolina,2022,22,1215,50,2,4.28,4.12,0.16
States,South Dakota,2022,22,99,0,0,0,0,0
States,Tennessee,2022,22,58,0,0,0,0,0
States,Texas,2022,22,5741,144,6,2.61,2.51,0.1
States,Utah,2022,22,X,X,X,X,X,X
States,Vermont,2022,22,287,14,1,5.23,4.88,0.35
States,Virginia,2022,22,1147,28,0,2.44,2.44,0
States,Washington,2022,22,2891,152,1,5.29,5.26,0.03
States,West Virginia,2022,22,1027,5,0,0.49,0.49,0
States,Wisconsin,2022,22,8305,111,5,1.4,1.34,0.06
States,Wyoming,2022,22,X,X,X,X,X,X
States,Puerto Rico,2022,22,0,0,0,0,0,0
States,Virgin Islands,2022,22,X,X,X,X,X,X
States,New York City,2022,22,X,X,X,X,X,X
States,Alabama,2022,23,265,6,0,2.26,2.26,0
States,Alaska,2022,23,X,X,X,X,X,X
States,Arizona,2022,23,349,19,0,5.44,5.44,0
States,Arkansas,2022,23,346,5,0,1.45,1.45,0
States,California,2022,23,8212,913,0,11.12,11.12,0
States,Colorado,2022,23,1711,46,0,2.69,2.69,0
States,Connecticut,2022,23,1959,40,3,2.19,2.04,0.15
States,Delaware,2022,23,X,X,X,X,X,X
States,District of Columbia,2022,23,X,X,X,X,X,X
States,Florida,2022,23,3479,415,0,11.93,11.93,0
States,Georgia,2022,23,1288,45,3,3.73,3.49,0.23
States,Hawaii,2022,23,1650,52,2,3.27,3.15,0.12
States,Idaho,2022,23,196,3,1,2.04,1.53,0.51
States,Illinois,2022,23,505,6,2,1.58,1.19,0.4
States,Indiana,2022,23,248,0,0,0,0,0
States,Iowa,2022,23,958,3,0,0.31,0.31,0
States,Kansas,2022,23,188,0,0,0,0,0
States,Kentucky,2022,23,2745,25,1,0.95,0.91,0.04
States,Louisiana,2022,23,225,5,0,2.22,2.22,0
States,Maine,2022,23,319,3,0,0.94,0.94,0
States,Maryland,2022,23,562,7,0,1.25,1.25,0
States,Massachusetts,2022,23,2079,28,0,1.35,1.35,0
States,Michigan,2022,23,1440,25,0,1.74,1.74,0
States,Minnesota,2022,23,1354,34,1,2.58,2.51,0.07
States,Mississippi,2022,23,112,6,0,5.36,5.36,0
States,Missouri,2022,23,2504,10,0,0.4,0.4,0
States,Montana,2022,23,825,12,0,1.45,1.45,0
States,Nebraska,2022,23,365,2,0,0.55,0.55,0
States,Nevada,2022,23,X,X,X,X,X,X
States,New Hampshire,2022,23,X,X,X,X,X,X
States,New Jersey,2022,23,X,X,X,X,X,X
States,New Mexico,2022,23,4206,108,0,2.57,2.57,0
States,New York,2022,23,5475,65,1,1.21,1.19,0.02
States,North Carolina,2022,23,X,X,X,X,X,X
States,North Dakota,2022,23,X,X,X,X,X,X
States,Ohio,2022,23,4620,49,2,1.1,1.06,0.04
States,Oklahoma,2022,23,312,2,0,0.64,0.64,0
States,Oregon,2022,23,4320,105,3,2.5,2.43,0.07
States,Pennsylvania,2022,23,972,18,0,1.85,1.85,0
States,Rhode Island,2022,23,X,X,X,X,X,X
States,South Carolina,2022,23,1145,29,1,2.62,2.53,0.09
States,South Dakota,2022,23,123,0,0,0,0,0
States,Tennessee,2022,23,63,1,1,3.17,1.59,1.59
States,Texas,2022,23,5590,83,6,1.59,1.48,0.11
States,Utah,2022,23,X,X,X,X,X,X
States,Vermont,2022,23,287,8,0,2.79,2.79,0
States,Virginia,2022,23,1146,19,0,1.66,1.66,0
States,Washington,2022,23,2685,130,1,4.88,4.84,0.04
States,West Virginia,2022,23,991,0,0,0,0,0
States,Wisconsin,2022,23,7463,104,6,1.47,1.39,0.08
States,Wyoming,2022,23,11,0,0,0,0,0
States,Puerto Rico,2022,23,0,0,0,0,0,0
States,Virgin Islands,2022,23,X,X,X,X,X,X
States,New York City,2022,23,X,X,X,X,X,X
States,Alabama,2022,24,299,5,0,1.67,1.67,0
States,Alaska,2022,24,X,X,X,X,X,X
States,Arizona,2022,24,292,10,0,3.42,3.42,0
States,Arkansas,2022,24,410,2,0,0.49,0.49,0
States,California,2022,24,6882,514,0,7.47,7.47,0
States,Colorado,2022,24,1510,10,0,0.66,0.66,0
States,Connecticut,2022,24,1682,29,0,1.72,1.72,0
States,Delaware,2022,24,X,X,X,X,X,X
States,District of Columbia,2022,24,X,X,X,X,X,X
States,Florida,2022,24,3195,227,0,7.1,7.1,0
States,Georgia,2022,24,1334,38,0,2.85,2.85,0
States,Hawaii,2022,24,1506,50,1,3.39,3.32,0.07
States,Idaho,2022,24,180,4,0,2.22,2.22,0
States,Illinois,2022,24,359,5,0,1.39,1.39,0
States,Indiana,2022,24,273,2,0,0.73,0.73,0
States,Iowa,2022,24,984,3,0,0.3,0.3,0
States,Kansas,2022,24,169,0,0,0,0,0
States,Kentucky,2022,24,2591,19,5,0.93,0.73,0.19
States,Louisiana,2022,24,235,4,0,1.7,1.7,0
States,Maine,2022,24,283,6,0,2.12,2.12,0
States,Maryland,2022,24,526,4,1,0.95,0.76,0.19
States,Massachusetts,2022,24,1993,17,0,0.85,0.85,0
